Date,C,H,L,O,V
2010-03-08,2.1054999828338623,2.119999885559082,2.0850000381469727,2.103800058364868,37655
2010-03-09,2.0897998809814453,2.1066999435424805,2.0660998821258545,2.1036999225616455,43082
2010-03-10,2.1161999702453613,2.134700059890747,2.0785999298095703,2.0910000801086426,53420
2010-03-11,2.115000009536743,2.125999927520752,2.101900100708008,2.115000009536743,45710
2010-03-12,2.0940001010894775,2.144200086593628,2.0750999450683594,2.1196999549865723,44572
2010-03-15,2.0576000213623047,2.1064999103546143,2.0434999465942383,2.0959999561309814,38758
2010-03-16,2.114300012588501,2.1219000816345215,2.0452001094818115,2.0631000995635986,41682
2010-03-17,2.1394999027252197,2.1440000534057617,2.112600088119507,2.1201999187469482,36562
2010-03-18,2.1191000938415527,2.136199951171875,2.1068999767303467,2.136199951171875,33539
2010-03-19,2.07669997215271,2.115999937057495,2.0501999855041504,2.115999937057495,32431
2010-03-22,2.083699941635132,2.0885000228881836,2.0253000259399414,2.0769999027252197,26596
2010-03-23,2.101799964904785,2.104599952697754,2.0683000087738037,2.0875000953674316,19711
2010-03-24,2.07069993019104,2.0975000858306885,2.0597000122070312,2.0975000858306885,21765
2010-03-25,2.0692999362945557,2.0875000953674316,2.059999942779541,2.0634000301361084,23150
2010-03-26,2.069700002670288,2.0940001010894775,2.0490000247955322,2.0699000358581543,23240
2010-03-29,2.118799924850464,2.142899990081787,2.0764999389648438,2.078399896621704,18127
2010-03-30,2.1247000694274902,2.130000114440918,2.1068999767303467,2.120500087738037,18638
2010-03-31,2.164599895477295,2.1700000762939453,2.119999885559082,2.1236000061035156,50750
2010-04-01,2.2167000770568848,2.2244999408721924,2.1659998893737793,2.1693999767303467,49886
2010-04-05,2.2674999237060547,2.275700092315674,2.2253000736236572,2.233599901199341,44124
2010-04-06,2.2683000564575195,2.2822000980377197,2.2571001052856445,2.268899917602539,51625
2010-04-07,2.2439000606536865,2.2690000534057617,2.2360999584198,2.261199951171875,50477
2010-04-08,2.2281999588012695,2.245300054550171,2.207200050354004,2.238800048828125,49762
2010-04-09,2.2260000705718994,2.2583000659942627,2.207200050354004,2.2307000160217285,46680
2010-04-12,2.218899965286255,2.2469000816345215,2.2146999835968018,2.2300000190734863,45839
2010-04-13,2.214200019836426,2.2274999618530273,2.187299966812134,2.2200000286102295,57814
2010-04-14,2.2421000003814697,2.259399890899658,2.206399917602539,2.208899974822998,48230
2010-04-15,2.2523000240325928,2.26200008392334,2.233299970626831,2.246500015258789,43708
2010-04-16,2.216900110244751,2.253000020980835,2.1900999546051025,2.250200033187866,49284
2010-04-19,2.1568000316619873,2.2170000076293945,2.140199899673462,2.2112998962402344,49115
2010-04-20,2.1802000999450684,2.192500114440918,2.1619999408721924,2.165800094604492,31248
2010-04-21,2.2058000564575195,2.2200000286102295,2.1744000911712646,2.1933999061584473,25846
2010-04-22,2.2149999141693115,2.2269999980926514,2.174799919128418,2.2079999446868896,20402
2010-04-23,2.250499963760376,2.2539000511169434,2.20169997215271,2.2123000621795654,22844
2010-04-26,2.2370998859405518,2.265000104904175,2.2295000553131104,2.255000114440918,26100
2010-04-27,2.230299949645996,2.2750000953674316,2.216900110244751,2.2295000553131104,20085
2010-04-28,2.2290000915527344,2.2370998859405518,2.1937999725341797,2.2214999198913574,15454
2010-04-29,2.251199960708618,2.2699999809265137,2.2202999591827393,2.224600076675415,13847
2010-04-30,2.2885000705718994,2.2950000762939453,2.2569000720977783,2.259999990463257,62921
2010-05-03,2.345099925994873,2.3573999404907227,2.312000036239624,2.3199000358581543,41028
2010-05-04,2.259500026702881,2.349100112915039,2.2567999362945557,2.3410000801086426,65168
2010-05-05,2.184499979019165,2.263700008392334,2.1710000038146973,2.2528998851776123,79763
2010-05-06,2.1136999130249023,2.191999912261963,2.05679988861084,2.180000066757202,69375
2010-05-07,2.0794999599456787,2.1328001022338867,2.0594000816345215,2.1059999465942383,70908
2010-05-10,2.1201999187469482,2.164799928665161,2.085099935531616,2.085099935531616,52076
2010-05-11,2.1401000022888184,2.1549999713897705,2.099900007247925,2.1317999362945557,42932
2010-05-12,2.15910005569458,2.1719000339508057,2.1240999698638916,2.131500005722046,51097
2010-05-13,2.1319000720977783,2.174999952316284,2.1268999576568604,2.162600040435791,54455
2010-05-14,2.0606000423431396,2.137200117111206,2.052799940109253,2.132999897003174,50547
2010-05-17,1.985200047492981,2.0697999000549316,1.981600046157837,2.0615999698638916,52317
2010-05-18,1.9615000486373901,2.0220000743865967,1.948099970817566,1.9910999536514282,48041
2010-05-19,1.945199966430664,1.969099998474121,1.9249000549316406,1.9615999460220337,37168
2010-05-20,1.901900053024292,1.9608999490737915,1.8636000156402588,1.9452999830245972,37973
2010-05-21,1.8967000246047974,1.9263999462127686,1.8759000301361084,1.8818000555038452,30514
2010-05-24,1.8992999792099,1.9156999588012695,1.8839999437332153,1.9002000093460083,25639
2010-05-25,1.8717000484466553,1.8967000246047974,1.8367999792099,1.8949999809265137,30266
2010-05-26,1.920699954032898,1.930899977684021,1.8734999895095825,1.8930000066757202,20838
2010-05-27,1.999400019645691,2.004300117492676,1.9140000343322754,1.9140000343322754,24126
2010-05-28,1.9802000522613525,2.0302999019622803,1.9709999561309814,2.001499891281128,45992
2010-06-01,1.9703999757766724,2.0392000675201416,1.9474999904632568,2.0046000480651855,50604
2010-06-02,2.0058999061584473,2.023099899291992,1.9521000385284424,1.9600000381469727,42845
2010-06-03,2.039099931716919,2.042799949645996,2.0,2.019200086593628,44274
2010-06-04,1.9577000141143799,2.0578999519348145,1.944100022315979,2.039099931716919,47359
2010-06-07,1.9682999849319458,1.986899971961975,1.9229999780654907,1.9472999572753906,42277
2010-06-08,1.9652999639511108,1.9835000038146973,1.9500000476837158,1.9645999670028687,46903
2010-06-09,2.0095999240875244,2.0220000743865967,1.9541000127792358,1.9643000364303589,48342
2010-06-10,2.0327999591827393,2.0534000396728516,1.9944000244140625,1.996000051498413,49433
2010-06-11,2.0053000450134277,2.041300058364868,1.992900013923645,2.0327999591827393,47671
2010-06-14,2.025899887084961,2.0608999729156494,2.00600004196167,2.008500099182129,38208
2010-06-15,2.06850004196167,2.077899932861328,2.0088999271392822,2.0144999027252197,41851
2010-06-16,2.110100030899048,2.119999885559082,2.059499979019165,2.072999954223633,47953
2010-06-17,2.14739990234375,2.1510000228881836,2.1001999378204346,2.1191000938415527,55183
2010-06-18,2.1289000511169434,2.1491000652313232,2.1138999462127686,2.1480000019073486,40153
2010-06-21,2.145900011062622,2.172499895095825,2.125499963760376,2.1321001052856445,30592
2010-06-22,2.1129000186920166,2.1475000381469727,2.1075000762939453,2.1357998847961426,32387
2010-06-23,2.0683999061584473,2.119999885559082,2.050100088119507,2.119999885559082,30388
2010-06-24,2.0571999549865723,2.0739998817443848,2.035900115966797,2.061000108718872,29411
2010-06-25,2.1122000217437744,2.117500066757202,2.0399999618530273,2.061000108718872,25946
2010-06-28,2.0933001041412354,2.114799976348877,2.0801000595092773,2.109999895095825,19051
2010-06-29,2.0213000774383545,2.0934998989105225,2.003000020980835,2.0929999351501465,20990
2010-06-30,1.9816999435424805,2.0343000888824463,1.9692000150680542,2.007499933242798,59213
2010-07-01,1.9385000467300415,2.01419997215271,1.9219000339508057,2.013000011444092,69907
2010-07-02,1.9155000448226929,1.9527000188827515,1.9046000242233276,1.9385000467300415,42808
2010-07-06,1.917199969291687,1.968999981880188,1.8968000411987305,1.9241000413894653,48758
2010-07-07,1.978700041770935,1.9891999959945679,1.9114999771118164,1.9214999675750732,47892
2010-07-08,2.0053000450134277,2.033600091934204,1.9845000505447388,1.9930000305175781,51024
2010-07-09,2.025700092315674,2.0439000129699707,2.0011000633239746,2.015000104904175,43750
2010-07-12,1.9912999868392944,2.0362000465393066,1.9850000143051147,2.0299999713897705,37692
2010-07-13,2.0473999977111816,2.059799909591675,1.9759000539779663,1.9945000410079956,45110
2010-07-14,2.036099910736084,2.0641000270843506,2.024899959564209,2.0469000339508057,42050
2010-07-15,2.0183000564575195,2.051500082015991,1.992300033569336,2.0290000438690186,45077
2010-07-16,2.0113000869750977,2.033600091934204,1.99399995803833,2.0299999713897705,35767
2010-07-19,2.0169999599456787,2.0643999576568604,2.0035998821258545,2.0099000930786133,43368
2010-07-20,2.0246999263763428,2.0371999740600586,1.9952000379562378,2.0153000354766846,34346
2010-07-21,1.9891999959945679,2.0487000942230225,1.9842000007629395,2.030600070953369,34515
2010-07-22,2.0624001026153564,2.0673000812530518,1.9845999479293823,1.9900000095367432,32149
2010-07-23,2.05049991607666,2.074199914932251,2.037100076675415,2.0624001026153564,23625
2010-07-26,2.04259991645813,2.059999942779541,2.0297999382019043,2.049999952316284,25153
2010-07-27,1.999400019645691,2.062999963760376,1.986799955368042,2.0450000762939453,31947
2010-07-28,1.996399998664856,2.00819993019104,1.9744999408721924,1.9917000532150269,19602
2010-07-29,2.0371999740600586,2.0536999702453613,1.9874999523162842,1.9930000305175781,21801
2010-07-30,2.0427000522613525,2.051800012588501,1.999899983406067,2.0329999923706055,53245
2010-08-02,2.1538000106811523,2.1700000762939453,2.087399959564209,2.088099956512451,57899
2010-08-03,2.200000047683716,2.2035000324249268,2.1549999713897705,2.1589999198913574,54478
2010-08-04,2.202199935913086,2.2088000774383545,2.180000066757202,2.1974000930786133,55998
2010-08-05,2.186800003051758,2.2060000896453857,2.1816999912261963,2.2009999752044678,52888
2010-08-06,2.147200107574463,2.2042999267578125,2.1328001022338867,2.1940999031066895,56218
2010-08-09,2.1538000106811523,2.174299955368042,2.1449999809265137,2.148900032043457,44765
2010-08-10,2.1254000663757324,2.161600112915039,2.09689998626709,2.1563000679016113,60804
2010-08-11,2.075200080871582,2.130000114440918,2.059000015258789,2.1201000213623047,57887
2010-08-12,2.001499891281128,2.071700096130371,1.997499942779541,2.058799982070923,73777
2010-08-13,1.9955999851226807,2.02810001373291,1.9874999523162842,2.001499891281128,43580
2010-08-16,1.988800048828125,2.013400077819824,1.982100009918213,2.0006000995635986,40057
2010-08-17,2.025899887084961,2.0388998985290527,1.9867000579833984,1.9867000579833984,44294
2010-08-18,2.024899959564209,2.0327000617980957,1.9869999885559082,2.0195000171661377,47273
2010-08-19,2.000699996948242,2.0418999195098877,1.9896999597549438,2.0199999809265137,40692
2010-08-20,1.9709999561309814,2.0181000232696533,1.9681999683380127,2.0181000232696533,31323
2010-08-23,1.955399990081787,1.9907000064849854,1.9515999555587769,1.9730000495910645,30165
2010-08-24,1.9357000589370728,1.9594999551773071,1.9284000396728516,1.955399990081787,29798
2010-08-25,1.9706000089645386,1.9780000448226929,1.9256000518798828,1.9325000047683716,25735
2010-08-26,2.009200096130371,2.0241000652313232,1.9668999910354614,1.9773999452590942,23595
2010-08-27,2.044300079345703,2.0517001152038574,1.985700011253357,2.0055999755859375,21803
2010-08-30,2.0251998901367188,2.0517001152038574,2.0179998874664307,2.0517001152038574,22158
2010-08-31,1.9944000244140625,2.034899950027466,1.9726999998092651,2.015000104904175,72666
2010-09-01,2.041100025177002,2.058000087738037,1.9895000457763672,1.9909000396728516,72275
2010-09-02,2.062299966812134,2.0645999908447266,2.015199899673462,2.0404999256134033,60647
2010-09-03,2.057300090789795,2.071899890899658,2.0137999057769775,2.055500030517578,64545
2010-09-07,2.0743000507354736,2.0999999046325684,2.0264999866485596,2.052999973297119,62607
2010-09-08,2.081700086593628,2.1010000705718994,2.0541000366210938,2.0620999336242676,52635
2010-09-09,2.0683999061584473,2.1066999435424805,2.0580999851226807,2.0845999717712402,47569
2010-09-10,2.1043999195098877,2.1103999614715576,2.0645999908447266,2.067500114440918,65157
2010-09-13,2.1226999759674072,2.14490008354187,2.1043999195098877,2.1045000553131104,66025
2010-09-14,2.1287999153137207,2.152600049972534,2.114000082015991,2.1238999366760254,54182
2010-09-15,2.1326000690460205,2.1384999752044678,2.110100030899048,2.126699924468994,49848
2010-09-16,2.0989999771118164,2.131200075149536,2.0841000080108643,2.1231000423431396,55233
2010-09-17,2.0992000102996826,2.1296000480651855,2.070199966430664,2.097399950027466,49038
2010-09-20,2.139400005340576,2.1554999351501465,2.0906999111175537,2.1052000522613525,35493
2010-09-21,2.1198999881744385,2.1647000312805176,2.1113998889923096,2.139400005340576,32184
2010-09-22,2.1070001125335693,2.131999969482422,2.0885000228881836,2.112499952316284,25706
2010-09-23,2.114500045776367,2.127700090408325,2.0762999057769775,2.1110000610351562,30293
2010-09-24,2.1305999755859375,2.140500068664551,2.101900100708008,2.1054999828338623,23478
2010-09-27,2.12280011177063,2.1377999782562256,2.094899892807007,2.129499912261963,21832
2010-09-28,2.124500036239624,2.148400068283081,2.0966999530792236,2.118000030517578,17232
2010-09-29,2.190500020980835,2.196899890899658,2.1208999156951904,2.1324000358581543,19444
2010-09-30,2.24399995803833,2.252500057220459,2.186000108718872,2.195499897003174,65547
2010-10-01,2.293800115585327,2.2964999675750732,2.260499954223633,2.264899969100952,59135
2010-10-04,2.2846999168395996,2.3132998943328857,2.2743000984191895,2.2950000762939453,43593
2010-10-05,2.3025999069213867,2.307300090789795,2.2799999713897705,2.2839999198913574,51698
2010-10-06,2.307800054550171,2.3341000080108643,2.281899929046631,2.3004000186920166,46202
2010-10-07,2.251800060272217,2.3338000774383545,2.2404000759124756,2.309999942779541,63835
2010-10-08,2.281899929046631,2.2899999618530273,2.224600076675415,2.252000093460083,49994
2010-10-11,2.2790000438690186,2.2985999584198,2.265000104904175,2.285599946975708,39238
2010-10-12,2.262500047683716,2.2843000888824463,2.2464001178741455,2.2732999324798584,52098
2010-10-13,2.3006999492645264,2.3106000423431396,2.259999990463257,2.2606000900268555,42483
2010-10-14,2.283900022506714,2.3225998878479004,2.2723000049591064,2.303100109100342,45546
2010-10-15,2.230799913406372,2.2950000762939453,2.2177000045776367,2.286099910736084,57116
2010-10-18,2.276099920272827,2.2815001010894775,2.210200071334839,2.2309999465942383,38766
2010-10-19,2.189300060272217,2.277400016784668,2.187000036239624,2.2720999717712402,47800
2010-10-20,2.2548000812530518,2.255500078201294,2.188699960708618,2.189300060272217,30325
2010-10-21,2.2144999504089355,2.261199951171875,2.2060999870300293,2.2523000240325928,25427
2010-10-22,2.2516000270843506,2.262500047683716,2.2100000381469727,2.2230000495910645,17420
2010-10-25,2.255000114440918,2.2825000286102295,2.2321999073028564,2.26419997215271,23949
2010-10-26,2.25,2.2614998817443848,2.2393999099731445,2.257499933242798,25279
2010-10-27,2.238300085067749,2.2474000453948975,2.2012999057769775,2.2430999279022217,15683
2010-10-28,2.243499994277954,2.255500078201294,2.2260000705718994,2.2390999794006348,18183
2010-10-29,2.220099925994873,2.238600015640259,2.2039999961853027,2.237499952316284,55562
2010-11-01,2.2776999473571777,2.3036999702453613,2.2363998889923096,2.2376999855041504,48301
2010-11-02,2.293600082397461,2.3090999126434326,2.2748000621795654,2.2780001163482666,43840
2010-11-03,2.327899932861328,2.3389999866485596,2.297300100326538,2.3085999488830566,60400
2010-11-04,2.3731000423431396,2.379499912261963,2.3287999629974365,2.3333001136779785,41649
2010-11-05,2.3847999572753906,2.3949999809265137,2.361599922180176,2.3752999305725098,41649
2010-11-08,2.397700071334839,2.4010000228881836,2.3671998977661133,2.4010000228881836,42162
2010-11-09,2.4066998958587646,2.4191999435424805,2.378200054168701,2.3958001136779785,55878
2010-11-10,2.4419000148773193,2.4535000324249268,2.399899959564209,2.404900074005127,66467
2010-11-11,2.4265999794006348,2.4570999145507812,2.424099922180176,2.4428999423980713,47163
2010-11-12,2.3631999492645264,2.428100109100342,2.3494999408721924,2.4265999794006348,49759
2010-11-15,2.3708999156951904,2.3924999237060547,2.3635001182556152,2.364500045776367,35062
2010-11-16,2.309000015258789,2.3685998916625977,2.3064000606536865,2.3685998916625977,51236
2010-11-17,2.2518999576568604,2.3113999366760254,2.238300085067749,2.3097000122070312,59065
2010-11-18,2.295099973678589,2.304800033569336,2.2525999546051025,2.2548000812530518,41132
2010-11-19,2.274399995803833,2.318000078201294,2.2571001052856445,2.303800106048584,31108
2010-11-22,2.2685999870300293,2.3048999309539795,2.2439000606536865,2.2739999294281006,30158
2010-11-23,2.2495999336242676,2.275399923324585,2.2279999256134033,2.266700029373169,32742
2010-11-24,2.325500011444092,2.331199884414673,2.246500015258789,2.2467000484466553,29506
2010-11-26,2.316200017929077,2.3399999141693115,2.296799898147583,2.3301000595092773,5339
2010-11-29,2.358099937438965,2.3687000274658203,2.318000078201294,2.3213000297546387,32618
2010-11-30,2.3169000148773193,2.3580000400543213,2.2960000038146973,2.3570001125335693,58826
2010-12-01,2.405600070953369,2.4105000495910645,2.314500093460083,2.3180999755859375,49503
2010-12-02,2.4546000957489014,2.461199998855591,2.3935000896453857,2.4040000438690186,69746
2010-12-03,2.4874000549316406,2.498699903488159,2.4377999305725098,2.4474000930786133,55187
2010-12-06,2.4756999015808105,2.506700038909912,2.467900037765503,2.49429988861084,53700
2010-12-07,2.4702000617980957,2.5160999298095703,2.460599899291992,2.4691998958587646,61775
2010-12-08,2.460700035095215,2.479599952697754,2.43149995803833,2.4655001163482666,53754
2010-12-09,2.4667999744415283,2.4890999794006348,2.450200080871582,2.4656999111175537,50519
2010-12-10,2.4574999809265137,2.4830000400543213,2.4382998943328857,2.4769999980926514,48236
2010-12-13,2.4651999473571777,2.4955999851226807,2.4484000205993652,2.453399896621704,50620
2010-12-14,2.467900037765503,2.4804999828338623,2.4509999752044678,2.4586000442504883,44673
2010-12-15,2.4835000038146973,2.494999885559082,2.434799909591675,2.4611001014709473,48925
2010-12-16,2.476300001144409,2.494999885559082,2.4700000286102295,2.4800000190734863,50512
2010-12-17,2.4737000465393066,2.502500057220459,2.4635000228881836,2.4784998893737793,44558
2010-12-20,2.489500045776367,2.500200033187866,2.4512999057769775,2.4700000286102295,34941
2010-12-21,2.516400098800659,2.5192999839782715,2.480299949645996,2.4835000038146973,29076
2010-12-22,2.5285000801086426,2.5360000133514404,2.515700101852417,2.5192999839782715,31950
2010-12-23,2.540800094604492,2.5485999584198,2.5234999656677246,2.5295000076293945,22785
2010-12-27,2.5165998935699463,2.549799919128418,2.5062999725341797,2.5425000190734863,15125
2010-12-28,2.5243000984191895,2.5320000648498535,2.512700080871582,2.5129001140594482,20670
2010-12-29,2.5215001106262207,2.5283000469207764,2.512200117111206,2.5199999809265137,18401
2010-12-30,2.4853999614715576,2.530900001525879,2.4686999320983887,2.5195000171661377,17965
2010-12-31,2.5436999797821045,2.555000066757202,2.461199998855591,2.479599952697754,38785
2011-01-03,2.552799940109253,2.588099956512451,2.5339999198913574,2.5423998832702637,41036
2011-01-04,2.506500005722046,2.5722999572753906,2.4835000038146973,2.555000066757202,62038
2011-01-05,2.5422000885009766,2.5536000728607178,2.4677999019622803,2.503499984741211,57531
2011-01-06,2.511199951171875,2.5585999488830566,2.498800039291382,2.5455000400543213,60724
2011-01-07,2.486299991607666,2.5232999324798584,2.4709999561309814,2.5139000415802,63603
2011-01-10,2.5560998916625977,2.563499927520752,2.493000030517578,2.509000062942505,59624
2011-01-11,2.608799934387207,2.61299991607666,2.545099973678589,2.558000087738037,56877
2011-01-12,2.6185998916625977,2.6342999935150146,2.5999999046325684,2.6040000915527344,48870
2011-01-13,2.609100103378296,2.625999927520752,2.5864999294281006,2.617000102996826,50144
2011-01-14,2.64520001411438,2.646399974822998,2.595900058746338,2.620800018310547,42328
2011-01-18,2.645900011062622,2.6617000102996826,2.621799945831299,2.6429998874664307,46339
2011-01-19,2.6561999320983887,2.6758999824523926,2.640000104904175,2.6410000324249268,32038
2011-01-20,2.623199939727783,2.6568000316619873,2.5961999893188477,2.6549999713897705,30713
2011-01-21,2.6507999897003174,2.6605000495910645,2.618000030517578,2.621500015258789,34473
2011-01-24,2.61929988861084,2.678800106048584,2.6147000789642334,2.6559998989105225,28245
2011-01-25,2.592900037765503,2.623800039291382,2.5722999572753906,2.6171000003814697,27521
2011-01-26,2.669800043106079,2.682499885559082,2.60509991645813,2.6085000038146973,23395
2011-01-27,2.654599905014038,2.6944000720977783,2.6519999504089355,2.678100109100342,19400
2011-01-28,2.690200090408325,2.7032999992370605,2.6440000534057617,2.658900022506714,26131
2011-01-31,2.746799945831299,2.757499933242798,2.6689999103546143,2.697200059890747,53091
2011-02-01,2.756999969482422,2.762500047683716,2.7204999923706055,2.7337000370025635,63710
2011-02-02,2.7806999683380127,2.786099910736084,2.748500108718872,2.7551000118255615,57347
2011-02-03,2.767400026321411,2.8041000366210938,2.759999990463257,2.7799999713897705,52808
2011-02-04,2.7167000770568848,2.7843000888824463,2.7047998905181885,2.763000011444092,57114
2011-02-07,2.7060999870300293,2.7388999462127686,2.690999984741211,2.718899965286255,42551
2011-02-08,2.731800079345703,2.7441999912261963,2.6679999828338623,2.7060000896453857,54404
2011-02-09,2.768899917602539,2.77620005607605,2.727299928665161,2.7325000762939453,56867
2011-02-10,2.710700035095215,2.780100107192993,2.7035999298095703,2.7690000534057617,65960
2011-02-11,2.6958000659942627,2.734999895095825,2.687299966812134,2.7290000915527344,51866
2011-02-14,2.7504000663757324,2.7809998989105225,2.7028000354766846,2.7060000896453857,42327
2011-02-15,2.7290000915527344,2.7716000080108643,2.7142999172210693,2.743799924850464,46943
2011-02-16,2.7748000621795654,2.7932000160217285,2.7314999103546143,2.7314999103546143,45859
2011-02-17,2.7323999404907227,2.7825000286102295,2.7251999378204346,2.776599884033203,39265
2011-02-18,2.712899923324585,2.749500036239624,2.673099994659424,2.7298998832702637,48770
2011-02-22,2.7923998832702637,2.856300115585327,2.72760009765625,2.7284998893737793,32721
2011-02-23,2.904900074005127,2.921600103378296,2.7860000133514404,2.8010001182556152,29336
2011-02-24,2.8773000240325928,3.0625,2.8450000286102295,2.9119999408721924,27412
2011-02-25,2.9309000968933105,2.9444000720977783,2.8698999881744385,2.8698999881744385,21469
2011-02-28,2.925800085067749,2.9723000526428223,2.9100000858306885,2.950500011444092,41107
2011-03-01,3.0234999656677246,3.0524001121520996,2.93149995803833,2.935699939727783,45298
2011-03-02,3.0576999187469482,3.0824999809265137,3.00570011138916,3.047800064086914,53656
2011-03-03,3.049299955368042,3.0673000812530518,3.011399984359741,3.061000108718872,42949
2011-03-04,3.0892999172210693,3.092900037765503,3.044600009918213,3.044600009918213,51620
2011-03-07,3.065700054168701,3.137200117111206,3.0467000007629395,3.0905001163482666,50458
2011-03-08,3.0111000537872314,3.071199893951416,2.9828999042510986,3.0469000339508057,56308
2011-03-09,3.07069993019104,3.0826001167297363,2.99399995803833,3.009999990463257,47044
2011-03-10,3.0448999404907227,3.0901999473571777,2.990299940109253,3.070199966430664,52873
2011-03-11,3.0290000438690186,3.0532000064849854,2.9839000701904297,3.0460000038146973,46754
2011-03-14,3.063800096511841,3.0785000324249268,2.9965999126434326,3.0297999382019043,56125
2011-03-15,2.9537999629974365,3.059999942779541,2.9159998893737793,3.059999942779541,63626
2011-03-16,2.9972000122070312,3.042099952697754,2.9200000762939453,2.9430999755859375,64254
2011-03-17,3.0648999214172363,3.0808000564575195,2.9658000469207764,2.997999906539917,37627
2011-03-18,3.0243000984191895,3.102400064468384,3.0051000118255615,3.062999963760376,41584
2011-03-21,3.052500009536743,3.0789999961853027,3.033600091934204,3.033600091934204,28136
2011-03-22,3.076200008392334,3.0899999141693115,3.037400007247925,3.046299934387207,21890
2011-03-23,3.055000066757202,3.0985000133514404,3.0418999195098877,3.0789999961853027,27560
2011-03-24,3.062000036239624,3.069999933242798,3.014699935913086,3.0548999309539795,23656
2011-03-25,3.054800033569336,3.0764999389648438,3.049999952316284,3.069999933242798,19756
2011-03-28,3.024899959564209,3.071700096130371,3.0190000534057617,3.0510001182556152,23004
2011-03-29,3.0415000915527344,3.0520999431610107,3.0035998821258545,3.0225000381469727,22428
2011-03-30,3.039599895477295,3.0571999549865723,3.0237998962402344,3.0394999980926514,19949
2011-03-31,3.0897998809814453,3.114300012588501,3.0415000915527344,3.0415000915527344,52958
2011-04-01,3.134500026702881,3.1401000022888184,3.0924999713897705,3.1040000915527344,42461
